"route","character","routeId","count","likeScore","id","season","enemy_character_count"
"12, 14, 1, 4, 6",10,409362,1,0,11065,5,"{0,2,3,1,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 4, 13, 14, 11, 2",6,438938,1,0,11066,5,"{0,1,0,0,1,1,0,1,1,0,1,2,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 2, 7, 5, 13",13,202864,22,0,11059,5,"{0,18,22,12,5,9,5,20,9,3,15,28,4,7,17,16,8,6,10,8,6,15,16,18,3,17,1,3,3,4,3,20,6,12,3,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 15, 6, 2",19,415771,5,17,11053,0,"{0,5,6,3,3,2,5,4,3,2,2,5,3,2,3,3,1,1,2,1,1,5,7,0,0,2,1,2,1,2,2,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 2, 8, 10, 15",7,438145,61,327,11037,5,"{0,40,72,36,32,10,23,66,19,26,32,73,21,18,36,34,17,25,59,20,16,40,68,54,11,21,6,12,33,5,14,38,12,17,6,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 12, 4, 9, 11, 2",27,423270,35,24,10969,5,"{0,39,40,18,24,9,13,17,7,10,22,34,17,21,25,16,18,14,43,19,11,24,30,24,8,14,4,4,17,4,2,16,4,15,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"5, 2, 8, 7, 14",1,438767,2,0,11064,5,"{0,0,1,2,0,1,0,1,0,1,3,1,1,0,1,2,0,2,2,0,0,4,5,0,0,1,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 7, 5, 9",5,343340,55,235,11070,5,"{0,59,35,48,32,11,9,50,7,19,27,77,16,15,36,24,17,8,26,11,15,43,42,36,9,41,6,10,26,16,12,30,9,33,5,28,23,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"12, 4, 13, 9, 7",25,424396,1,24,11071,0,"{0,1,1,1,0,1,2,0,0,0,2,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 7, 11, 14, 13",7,438303,2,0,11068,5,"{0,4,5,1,0,3,0,2,0,0,1,1,0,1,0,2,1,0,2,0,1,1,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 15, 5, 12, 13",14,326532,2,0,11069,0,"{0,1,0,1,0,1,1,0,1,1,2,1,0,2,1,0,0,1,1,1,1,0,2,1,2,1,0,1,1,0,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 2, 7, 6, 10",16,473997,6,9,12934,0,"{0,10,3,4,1,1,1,6,1,0,3,5,3,1,2,4,2,4,1,0,2,3,4,10,1,3,1,1,0,2,1,9,1,4,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2",24,429602,1,7,13511,0,"{0,2,4,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 6, 7, 3",12,448312,5,0,12933,5,"{0,4,3,3,1,2,4,3,0,2,1,4,2,1,4,3,2,2,0,6,2,5,5,5,2,6,1,0,0,1,0,4,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 13, 5, 14, 2",7,423400,3,0,13310,5,"{0,5,1,2,0,1,2,2,0,2,0,6,0,0,2,1,2,0,0,0,0,5,5,3,2,0,0,1,0,2,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 5, 15, 11",7,101592,1,22,13308,0,"{0,3,1,1,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 3, 6, 12, 10",20,387651,2,0,12931,5,"{0,1,3,0,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,7,3,4,1,1,0,0,0,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 14, 5, 11, 13",7,453709,1,4,13505,5,"{0,0,2,0,0,1,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 6, 15, 5, 10, 12",17,439287,1,3,13509,0,"{0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"14, 9, 2, 8, 7",19,342277,1,0,13676,0,"{0,0,1,1,0,1,1,3,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 4, 11, 14, 1",25,444783,7,0,13501,5,"{0,13,6,6,5,2,3,4,5,3,1,9,7,3,2,0,1,4,4,4,1,4,7,2,2,6,0,2,2,1,0,2,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 7, 2, 11",23,434418,4,0,11063,0,"{0,5,2,2,1,2,1,1,2,2,3,3,1,3,2,5,1,1,1,0,1,3,3,2,2,1,3,1,0,2,0,4,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 7, 14, 11, 15",12,455345,25,0,13677,0,"{0,30,8,11,8,1,3,10,4,6,8,24,7,5,6,11,2,2,10,7,3,19,13,8,4,15,2,9,10,7,3,19,6,7,6,8,8,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 15, 5, 6, 1",10,331106,6,177,11085,5,"{0,9,1,3,2,1,4,6,0,4,0,14,0,0,0,1,0,2,3,1,2,9,8,3,0,6,0,1,2,0,1,7,2,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 14, 11, 2, 7",16,439052,1,0,11082,5,"{0,0,3,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 13, 14, 1",31,384784,1,0,11074,0,"{0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 12, 13",20,435858,1,0,11083,0,"{0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,3,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 6, 10, 15, 7",3,342325,1,0,11086,5,"{0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 14, 11, 8, 2, 7",2,342675,1,11,11076,5,"{0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,3,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 13, 14, 11, 9",25,449020,1,0,12935,5,"{0,2,0,0,1,1,0,0,0,1,1,2,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 12",7,437321,2,50,11080,0,"{0,2,1,0,0,0,2,4,0,0,0,5,0,2,0,0,1,0,2,2,1,1,2,1,0,1,0,1,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 14, 12, 11, 2",15,353412,2,0,11081,0,"{0,3,1,2,2,0,0,0,0,1,0,2,1,0,0,0,0,1,2,0,0,1,0,1,1,2,0,0,4,0,0,3,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 14, 1, 9",3,290861,559,423,3161,0,"{0,484,258,224,146,70,139,364,87,118,250,549,160,93,232,204,135,103,296,119,107,349,453,271,102,181,59,173,189,118,121,315,98,295,141,170,103,120,70,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 14, 11, 10",33,438878,4,11,11073,0,"{0,4,2,0,1,1,0,2,1,1,6,4,2,1,4,0,2,2,1,2,1,6,3,2,0,0,0,2,0,1,1,1,1,2,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 7, 4, 8, 15",1,385286,66,16,11078,5,"{0,90,34,48,30,18,18,51,6,23,20,112,18,16,21,41,12,16,22,15,17,56,79,35,12,52,2,14,29,18,14,46,9,43,12,40,13,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 13, 8, 9, 2, 15, 10",14,414444,9,76,11075,5,"{0,4,10,4,1,1,2,7,1,5,4,12,6,1,5,4,4,4,6,4,3,5,22,10,0,2,0,1,7,1,4,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 14, 11, 8",12,427530,86,0,11077,0,"{0,21,14,5,5,3,3,8,3,4,10,25,5,2,10,5,3,10,5,6,5,9,16,11,3,6,4,7,3,2,4,17,5,12,2,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 3, 8, 7, 10",1,397271,7,0,11084,5,"{0,7,6,6,3,1,2,5,0,2,3,7,2,2,6,3,1,2,4,3,2,4,8,4,2,3,1,1,5,1,4,4,0,5,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 14, 13, 5, 10, 6",35,451893,45,79,13309,0,"{0,54,24,20,18,9,8,35,6,10,14,49,12,16,7,23,17,7,21,14,10,32,34,26,5,33,3,18,12,13,9,17,17,19,9,18,17,60,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 10, 6, 3, 12",5,451780,1,0,13312,0,"{0,1,2,1,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 14, 11, 13",8,175774,1,3,12936,5,"{0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 3, 4, 11",20,447692,1,0,12939,5,"{0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,2,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 2, 7, 1",5,5875,1,0,12940,5,"{0,1,2,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 8, 2, 7",14,425589,2,0,11091,0,"{0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 2, 4",6,448090,1,2,12942,0,"{0,0,0,2,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 3, 13, 14, 11",21,192303,1,0,12943,0,"{0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,6,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"12, 3, 4, 14, 1",10,447816,124,7,10460,0,"{0,113,73,73,34,15,28,87,25,36,44,129,28,26,47,49,36,16,56,36,33,96,103,61,39,59,12,29,39,24,21,68,29,77,28,68,53,73,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 5, 6, 2, 7",33,407933,1,0,13512,0,"{0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 7, 4, 12, 6",22,446168,1,0,13311,0,"{0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 8, 4, 7",22,217129,4,0,13508,0,"{0,3,3,1,1,1,2,2,1,1,1,6,0,0,3,0,0,0,1,2,0,0,4,1,3,4,0,1,3,3,1,0,6,2,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 2, 7, 9, 3",4,449807,4,23,12938,0,"{0,8,2,0,1,0,0,3,0,2,3,5,2,0,1,1,0,0,1,1,3,7,1,5,0,3,0,0,0,0,1,6,3,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 4, 14, 11",2,431270,6,6,13507,0,"{0,7,0,4,0,0,4,3,1,0,2,6,1,1,3,1,0,0,1,1,0,4,3,2,1,3,0,0,0,1,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"12, 3, 4, 1, 14",7,449199,4,2,12937,5,"{0,5,4,0,4,1,2,4,0,1,1,3,2,1,0,4,1,1,3,3,3,4,2,1,2,3,0,0,3,0,0,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 3, 10",9,207343,1,7,11089,0,"{0,2,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 5, 7, 3",4,358463,1,0,11092,5,"{0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 13, 3, 6, 12",25,422705,1,0,11095,0,"{0,0,1,0,0,0,1,2,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 2, 7, 4, 12",23,420995,1,0,11096,5,"{0,2,1,1,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 14, 11, 8, 2",1,422886,37,16,11087,5,"{0,45,35,29,6,6,16,40,5,16,12,47,11,4,11,8,7,10,17,10,9,29,49,27,6,32,1,4,20,7,10,25,10,27,4,18,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 6, 5, 9, 11, 14",5,439079,1,0,11099,0,"{0,0,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 2, 8, 10, 15",7,438145,31,327,11004,0,"{0,20,32,17,11,8,6,30,7,8,14,38,13,24,10,10,18,6,24,6,7,13,23,21,9,18,2,15,8,6,3,15,8,20,6,11,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
